source_id,class,label,text
3752,2,Hate,South Africans are disgusting racist piece of sh*t . Wtf is the tweet for ? Dehumanise others for their preferences ? Damn !!
3753,0,Not Hate,": ,tell to stop violating court orders free LINK"
3754,2,Hate,"Sure, Women are wicked Women can kill person. Don't Trust Them No doubt, Women must of done this Keke napep man sakamanje. LINK"
3755,2,Hate,The stupid and barbaric norther elders
3757,2,Hate,I believe in nation building only with sound education.most of the fulani s are illiterate
3758,1,Neutral,"Continue to dwell with your abysmal ignorant. You are smiling while the game you post makes other to cry to bed with the hope the had in you. Shame on you, your generations and the one unborn. LINK"
3759,0,Not Hate,"With the support of colleagues from and Human Rights who facilitated, the training was a huge success. LINK"
3760,0,Not Hate,Toh tsoron me kike?
3761,2,Hate,Those igbo guys are terrorists but fulani bandits are freedom fighter which deserves pardon!
3762,0,Not Hate,"Its the wig, the boobs, the skin, the face, infact everything about u girllllll is too much💯❤️❤️"
3763,2,Hate,All these northerners with brains like a cow..if you are not senile why wreck brymo's career and sign the Kenya skunk called Victoria kimani
3764,1,Neutral,Those hypocrites talking about the slap should go to hell 🔥. Nonsense people everywhere
3767,0,Not Hate,They dn dey creep out from their holes gradually
3769,0,Not Hate,What a thread!.... Tears fell down when I read this thread. Ali and his friend would never say Igbo's are wicked tribes and okafor &amp; his family didn't say Hausa's should be killed. Did you see how God did a very wonderful work here. I never knew Almajiri(s) begs for mallam😭😭 LINK
3770,1,Neutral,That nengi babe be feeling like lambo
3771,2,Hate,"pls come and help Nigeria fight this terrorist called herdsmen, they are killing Nigerians,causing detriment, pain, in every corner of the nation, and nothing is been done about it absolutely, trust me they are even worse than Bolo haram,"
3772,1,Neutral,Europe will pay nothing for the selfish ignoranceof the ARABIAN KINFS AND PPL. they will pay and will continue to.. LINK
3773,2,Hate,I hope it does. Nigerians be the most stubborn people on this Earth though.
3775,2,Hate,"Yorubas are not flexible, they're mostly hypocrites wuth their religion especially the Muslims, Yoruba Christians are devoted but see their Muslim are Muslims for identification purposes. Though not in all cases..."
3776,1,Neutral,Truly African Black Pu**zy LINK
3777,0,Not Hate,"Wai karasa abinda zaka sa a addu'a se qarin followers... Abokinne ma Dan iska, 😂 😂 😂"
3778,1,Neutral,Teal idiots in govt. The country is going to shit real fast but somehow their attention is on the money
3780,2,Hate,So you think the bandits are almajiri turned? No! They're jobless miscreants with evil minds
3781,1,Neutral,"Some of us will keep speaking against bad governance no matter who the President is - GEJ, Buhari and those after him. People like this Tolu Ogunlesi are hypocrites who are only after their pockets. Lions under GEJ but sheeps under Buhari...Tueh LINK"
3783,0,Not Hate,Pastor Wears Female Panties In Church To Lecture Married Women (Photos) LINK
3785,2,Hate,Yeah... Those Northern part are just hypocrites. The elites among them are doing worst in Abuja but they will not see them. Always enforcing stupid law on the masses among them. I'm a Muslim too and I will never ever support the stupidity they indulge in.
3786,2,Hate,Am rockin hoes u rockin fellas
3788,2,Hate,"“When it comes to relationships, Yoruba boys are too lousy, Igbo boys are coded and cool to date” – Ex beauty queen, Ronke Tiamiyu Reveals. LINK LINK"
3789,0,Not Hate,: The Muslim-Christian violence reflects Nigeria’s regional and religious divisions and long-standing expectation of sha…
3790,2,Hate,UN are hypocritical organizations controlled by Arab Muslims.
3791,2,Hate,"You are a big liar. Igbo, Hausa and Yoruba are parasites and has never achieve anything without the other."
3793,1,Neutral,"You're a big fool, very foolish individual oponu, apoda, you are very shallow minded. How dare you talk about a tribe or and treating others. You must be stupid to incite violence. Who gave you the audacity and voice. Oma stupid o. What as an average igbo man or woman done to you"
3795,1,Neutral,And slippery mad thing
3797,2,Hate,Still a hoe....
3798,1,Neutral,U are mad are sick 🙄 big fool like u
3799,0,Not Hate,You fit shenk me make I laugh
3800,0,Not Hate,"Sorry bro, ur next match is a no no, u can't win U will be facing 200plus angry Nigerians Who will b at d world cup"
3801,0,Not Hate,"All females aint hoes, u average dudes jst neva came across a decent female...................."
3802,0,Not Hate,HOW MUCH DO YOU CONTRIBUTE TO NIGERIA'S GDP? Wearing uniform or not wearing uniform.That should be the question... LINK
3803,1,Neutral,"She was carried away by affluence and the power it generated, little did she knew that the youths had gone beyond servitude mentality. What an Audacity of a stupid woman"
3804,1,Neutral,"Yes GMP is a Muslim from North. But believe me He has betrayed the northerners and his acused of favouring the south. Those u mentioned has all their investments and home in lagos Abuja and port/ h. We are left with almajiris, out of sch children. They are the notherners we d"
3806,0,Not Hate,": Show off your girl , She no be palliative."
3807,0,Not Hate,I won come sleep 4 ur haus? Way u dey yarn bar nobonly
3808,0,Not Hate,See pot calling Kettle black o😂😂😂. Orisirisi
3809,2,Hate,"If you dance naked in a night club you are a prostitute, if you are a woman married or not and you go to a night club to watch other women dance naked, you are a lesbian &amp; prostitution inclined and or a semi prostitute! Make una come slap me. Enough of the moral decay wawaye"
3810,1,Neutral,"You obviously haven't meet Indian Ogas.. Those poverty striken morafuckers, awon weyrey😒🚶"
3812,2,Hate,"I keep asking why God allowed amalgamation of terrorist minded and religious fanatics Hausa/Fulani north with the South, they've been a reproach and wedge to d development of the South."
3814,0,Not Hate,Which yeye restructuring u c PMB pack all northern Muslims full all the govt institutions in Nigeria n u expect claim for were e no go wok LINK
3815,1,Neutral,shut da fuq up u are not bringing shit back. u political assholes jes held it till election period mtcheeeeew
3816,0,Not Hate,: I think it's highly disrespectful for a guy that you get close flirts with other women in front of you not respecting your ...
3819,0,Not Hate,WOW!!!!! MUST SEE AFRICAN LARGEST N**KED PU**Y GIRLS…MOUTH WATERING GOT L*AK*D ONLINE LINK
3820,1,Neutral,You are nothing but an ineffectual buffoon. Typical cow
3821,1,Neutral,"Bible way talk say take away the rod and spoil the child no be mumu.. Flog them when due but don't Abuse/Dehumanise them, and bring them close again.. Correct in love."
3822,0,Not Hate,": Buy her the World, you can only get her attention but never her Love. If a Woman Loves you, what u give her won’t matter.…"
3823,1,Neutral,The YNaija morning cover. NORTHERN PRINCE OF NEPOTISM Buhari asked the World Bank to focus on… LINK
3824,1,Neutral,Copy on one fella has been CONSISTENTLY stupid on here for years
3825,2,Hate,": Lmao"": Gbagaun sha "": if any girl calls a boy a liar she must be mad Cuz girls liar every se ..."
3826,1,Neutral,Man dis gurls are crazy
3827,2,Hate,So he should buy it for flatheaded ipob pigs too? Onye beribe LINK
3828,2,Hate,GAYs are disgusting..:
3830,1,Neutral,Orisirisi rubbish!😂
3831,0,Not Hate,me kike yi?
3832,1,Neutral,I said wud u go 4 d nxt 1...mumuuuuuu..
3833,2,Hate,Have you ever seen Muslims being killed in any southern states for religious intolerant?.. Northerners are just religious extremist
3835,1,Neutral,Girls who talk in a stupid baby voice when they're around guys... Just STFU ✋... It's not cute..
3836,0,Not Hate,: Mo Salah has made it a yearly holiday tradition to get dragged by Muslims for celebrating Christmas and he doesn't care. Lo…
3838,1,Neutral,""": ...i pray you get your testicles dipped in candlewax.😒😒😒...2""Ha!"
3839,1,Neutral,Hypocrisy at its peak..😂😂 u see urself and ur canal mind.......perfect Muslim 😹
3840,2,Hate,"Laurreta is evil for supporting evil, killer herdsmen. I hope she is visited by the activities of these herders one day..."
3841,0,Not Hate,: Southern Governors should allow Ortom attend their meeting as Ortomadike and Northern Governors should allow Uzodinma attend…
3845,0,Not Hate,"Bishops, u are creating trouble in Nigeria, is there any enforcement on u to deposite in Islamic Banks? It is for muslims & we like it 100%."
3846,1,Neutral,"Indeed, any Yoruba person speaking against Chief Sunday Igboho is OMO ALE and a coward. I even think God IS AGAINST anyone in Nigeria who's not happy with what this Yoruba leader and true son is doing to emancipate Yoruba people from the herdsmen. LINK"
3847,1,Neutral,Wait! She twitpicd her ex's nudes one time and it got the girl expelled? Naah! Your karma hasn't started.. Bitch!
3848,1,Neutral,I hate it when the news says 'Fulani herdsmen'. That's so dumb! Plateau assailants were heavily armed with... LINK
3851,0,Not Hate,: The Nigerian Senate has said that Boko Haram are operating under the guise of being Fulani herdsmen.They are finally opening t…
3854,1,Neutral,Idiots like you always downplay the killings by Armed Fulani Herdsmen happening everyday in someone's state Oloriburuku Ashawo LINK
3855,0,Not Hate,Arsenal and Chelsea dead teams.
3856,0,Not Hate,"No, he's Yoruba-Igbo."
3857,2,Hate,the fulani's are highly irresponsible and wicked unlike the hausa's. Dey need 2b exposed intoto
3858,0,Not Hate,": If Romney wins, Europe will be unhappy, as his social attitudes re: women/gays are seen as primitive, &amp; he insulted ..."
3859,2,Hate,All Fulani herdsmen are the same They believe one thing and does one thing They are evil and should be seperated among others.. Because they value malo than humans..😡
3862,1,Neutral,"U no get sense at all!!! 😠, rubbish next!!"
3863,2,Hate,This is hilarious. I keep saying these Northerners know what they are doing. Gumi is just looking for cheap popularity. These animals 🐄 have their secrete weapons. The most interesting thing is that the Southerners are waking up from their slumber. LINK
3864,0,Not Hate,"When this happens all believers will die, only kuffar will remain on earth, not a single Muslim will remain, they'll destroy the ka'abah and live like animals."
3865,2,Hate,Cash money ass money hoe'losho
3866,2,Hate,Shey you go marry? Abi na option bitter feminist 😂
3867,1,Neutral,Some people living under real poverty are hear defending the empire owners. Masochists.
3869,0,Not Hate,mee. LINK
3872,0,Not Hate,The scourge of the human race and not the exclusive preserve of an ethnic group in South Eastern Nigeria (14).
3873,0,Not Hate,Some ritualists dey oo
3874,2,Hate,The Yoruba's and the Igbo's has double standard. They are just hypocrites. Deborah was killed of blasphemy and u can condemn but pregnant Fatima and her 4 children was killed just for being Hausa/Fulani. 💔 and yet she is second class citizen abi? Let's just divide the country.
3875,1,Neutral,"It is purely IBERIBERISM for Miyetti Allah to threaten the Igbo's &amp; the southerners wit meat supplies. Igbo's are already venturing into cow rearing and ranching. Its just a matter of time, before we rebrand SUYA business too. Anagi eji amu eyi ashawo egwu. Nonsense in bracket. LINK"
3876,0,Not Hate,Just reading Babachir Lawal's response to the Bola Tinubu's vitriolics and you could immediately understand the thought process of the north and you would see where all these charade is heading. Yoruba ronu.
3877,1,Neutral,"All we are saying about Sen Cliff slapping a woman is a matter of moral justification here, but what about the immoral provocation. Law is an ass of an idiot, equity says he who need equity most do equity."
